MERRA_ID,STATE_CODE,SHRP_ID
142988,29,0903
142988,29,0959
142988,29,0960
142988,29,0961
142988,29,0962
142988,29,0963
142988,29,0964
142989,29,5473
142992,29,5393
143003,39,3013
143014,11,1400
143014,24,5807
143016,10,0101
143016,10,0102
143016,10,0103
143016,10,0104
143016,10,0105
143016,10,0106
143016,10,0107
143016,10,0108
143016,10,0109
143016,10,0110
143016,10,0111
143016,10,0112
143016,10,0159
143016,10,0160
143016,10,0201
143016,10,0202
143016,10,0203
143016,10,0204
143016,10,0205
143016,10,0206
143016,10,0207
143016,10,0208
143016,10,0209
143016,10,0210
143016,10,0211
143016,10,0212
143016,10,0259
143016,10,0260
143016,10,1450
143016,10,4002
143016,10,5005
143017,10,1201
143520,6,9107
143521,32,1021
143521,32,A310
143521,32,A320
143521,32,A330
143521,32,A350
143521,32,A351
143521,32,A352
143521,32,AA01
143521,32,AA02
143521,32,AA03
143521,32,AA59
143534,49,3011
143536,49,1007
143540,8,7783
143541,8,3032
143545,8,7776
143546,8,7036
143548,8,0501
143548,8,0502
143548,8,0503
143548,8,0504
143548,8,0505
143548,8,0506
143548,8,0507
143548,8,0508
143548,8,0509
143548,8,0559
143548,8,0560
143561,20,4052
143562,29,4036
143567,29,A801
143567,29,A802
143567,29,A807
143567,29,A808
143575,18,5022
143579,39,9006
143582,39,5569
143584,54,5007
143589,24,0501
143589,24,0502
143589,24,0503
143589,24,0504
143589,24,0505
143589,24,0506
143589,24,0507
143589,24,0508
143589,24,0509
143589,24,0559
143589,24,0560
143589,24,0561
143589,24,0562
143589,24,0563
143589,24,0901
143589,24,0902
143589,24,0903
143589,24,0960
143589,24,0961
143589,24,0962
143589,24,2805
143591,24,2401
143592,10,5004
143593,34,1031
144094,6,1253
144094,6,A310
144094,6,A311
144094,6,A320
144094,6,A321
144094,6,A330
144094,6,A340
144094,6,A350
144094,6,A351
144094,6,A352
144094,6,A353
144094,6,A361
144094,6,A362
144094,6,A363
144115,8,1047
144121,8,0213
144121,8,0214
144121,8,0215
144121,8,0216
144121,8,0217
144121,8,0218
144121,8,0219
144121,8,0220
144121,8,0221
144121,8,0222
144121,8,0223
144121,8,0224
144121,8,0259
144121,8,0811
144121,8,0812
144121,8,7035
144121,8,9019
144133,31,0113
144133,31,0114
144133,31,0115
144133,31,0116
144133,31,0117
144133,31,0118
144133,31,0119
144133,31,0120
144133,31,0121
144133,31,0122
144133,31,0123
144133,31,0124
144133,31,0902
144133,31,0903
144133,31,0904
144134,20,7085
144138,29,5000
144138,29,5058
144138,29,5081
144138,29,5091
144138,29,A410
144138,29,A411
144138,29,A430
144139,29,0601
144139,29,0602
144139,29,0603
144139,29,0604
144139,29,0605
144139,29,0606
144139,29,0607
144139,29,0608
144139,29,0659
144139,29,0660
144139,29,0661
144139,29,0662
144139,29,0663
144139,29,0664
144139,29,0665
144139,29,0666
144139,29,7073
144148,17,0601
144148,17,0602
144148,17,0603
144148,17,0604
144148,17,0605
144148,17,0606
144148,17,0607
144148,17,0608
144148,17,0659
144148,17,0660
144148,17,0661
144148,17,0662
144148,17,0663
144148,17,0664
144151,18,2009
144151,18,4021
144152,18,3030
144152,18,A901
144152,18,A902
144152,18,A903
144152,18,A959
144152,18,A960
144152,18,A961
144155,39,4018
144155,39,A410
144155,39,A411
144155,39,A412
144155,39,A430
144156,39,4031
144156,39,9022
144160,39,3801
144160,39,B410
144160,39,B411
144160,39,B412
144160,39,B430
144163,42,1606
144163,42,1608
144163,42,1618
144163,42,C410
144163,42,C411
144163,42,C430
144166,42,1610
144168,42,1613
144168,42,1617
144169,34,1034
144169,34,1638
144169,34,4042
144169,42,5020
144170,34,0501
144170,34,0502
144170,34,0503
144170,34,0504
144170,34,0505
144170,34,0506
144170,34,0507
144170,34,0508
144170,34,0509
144170,34,0559
144170,34,0560
144170,34,0901
144170,34,0902
144170,34,0903
144170,34,0960
144170,34,0961
144170,34,0962
144170,34,1011
144666,6,2040
144667,6,2041
144678,32,0101
144678,32,0102
144678,32,0103
144678,32,0104
144678,32,0105
144678,32,0106
144678,32,0107
144678,32,0108
144678,32,0109
144678,32,0110
144678,32,0111
144678,32,0112
144678,32,0201
144678,32,0202
144678,32,0203
144678,32,0204
144678,32,0205
144678,32,0206
144678,32,0207
144678,32,0208
144678,32,0209
144678,32,0210
144678,32,0211
144678,32,0259
144686,49,7086
144686,49,D410
144686,49,D430
144686,49,D431
144686,49,D440
144686,49,D441
144686,49,D443
144686,49,D444
144686,49,D445
144686,49,D446
144686,49,D448
144686,49,D449
144686,49,D450
144686,49,D451
144686,49,D452
144686,49,D454
144686,49,D455
144686,49,D459
144686,49,D460
144686,49,D461
144686,49,D462
144687,49,0803
144687,49,0804
144687,49,7085
144687,49,E410
144687,49,E430
144687,49,E431
144687,49,E440
144687,49,E441
144687,49,E443
144687,49,E444
144687,49,E445
144687,49,E446
144687,49,E448
144687,49,E449
144687,49,E450
144687,49,E451
144687,49,E452
144687,49,E454
144687,49,E455
144687,49,E456
144687,49,E458
144687,49,E459
144687,49,E460
144687,49,E461
144687,49,E462
144692,8,1029
144697,8,9020
144700,8,6013
144705,31,1030
144705,31,A310
144705,31,A320
144705,31,A330
144705,31,A340
144705,31,A350
144705,31,A351
144705,31,A352
144705,31,A353
144706,31,6700
144707,31,3018
144710,31,3028
144710,31,A410
144710,31,A430
144719,19,0101
144719,19,0102
144719,19,0103
144719,19,0104
144719,19,0105
144719,19,0106
144719,19,0107
144719,19,0108
144719,19,0109
144719,19,0110
144719,19,0111
144719,19,0112
144719,19,0159
144722,17,5423
144723,17,5217
144723,17,9327
144724,17,5849
144725,18,3002
144726,18,0901
144726,18,0902
144726,18,0904
144726,18,0905
144726,18,5518
144728,18,9020
144732,39,0101
144732,39,0102
144732,39,0103
144732,39,0104
144732,39,0105
144732,39,0106
144732,39,0107
144732,39,0108
144732,39,0109
144732,39,0110
144732,39,0111
144732,39,0112
144732,39,0159
144732,39,0160
144732,39,0201
144732,39,0202
144732,39,0203
144732,39,0204
144732,39,0205
144732,39,0206
144732,39,0207
144732,39,0208
144732,39,0209
144732,39,0210
144732,39,0211
144732,39,0212
144732,39,0259
144732,39,0260
144732,39,0261
144732,39,0262
144732,39,0263
144732,39,0264
144732,39,0265
144732,39,0809
144732,39,0810
144732,39,0901
144732,39,0902
144732,39,0903
144732,39,A803
144732,39,A804
144739,42,7025
144742,42,1598
144744,42,3044
144744,42,9027
144745,34,1033
144745,34,6057
144746,34,0801
144746,34,0802
144746,34,0859
144746,34,0860
145245,6,3030
145257,32,3010
145257,32,A410
145257,32,A420
145257,32,A430
145257,32,A451
145257,32,A452
145257,32,A453
145257,32,A454
145257,32,A455
145257,32,A456
145257,32,A457
145257,32,A458
145257,32,A459
145257,32,A460
145257,32,A461
145257,32,A462
145257,32,A463
145257,32,A464
145258,32,2027
145258,32,3013
145258,32,7000
145258,32,B310
145258,32,B320
145258,32,B330
145258,32,B340
145258,32,B350
145258,32,C310
145258,32,C320
145258,32,C330
145258,32,C350
145262,49,1005
145262,49,3015
145276,31,6702
145284,31,3023
145284,31,3024
145284,31,6701
145284,31,B410
145284,31,B430
145286,31,7050
145287,31,7005
145297,17,7937
145298,17,5854
145298,17,5869
145303,18,0601
145303,18,0602
145303,18,0603
145303,18,0604
145303,18,0605
145303,18,0606
145303,18,0607
145303,18,0608
145303,18,0659
145303,18,0660
145303,18,0661
145303,18,0662
145303,18,0663
145303,18,0664
145303,18,0665
145303,18,0666
145303,18,0667
145303,18,0668
145303,18,0669
145303,18,0670
145303,18,0671
145303,18,0672
145305,18,2008
145312,39,5010
145312,42,1691
145315,42,7037
145316,42,0604
145316,42,0607
145316,42,0608
145316,42,0660
145316,42,0661
145316,42,0662
145316,42,1614
145316,42,1627
145317,42,0601
145317,42,0602
145317,42,0603
145317,42,0605
145317,42,0606
145317,42,0659
145318,42,1605
145318,42,1623
145318,42,1690
145318,42,A310
145318,42,A320
145318,42,A330
145318,42,A340
145318,42,A350
145318,42,A351
145318,42,A410
145318,42,A411
145318,42,A430
145322,34,1003
145322,34,1030
145821,6,0602
145821,6,0603
145821,6,0604
145821,6,0605
145821,6,0606
145821,6,0607
145821,6,0608
145821,6,0659
145821,6,0660
145821,6,0661
145821,6,0662
145821,6,0663
145821,6,0664
145821,6,2002
145821,6,3005
145842,56,3027
145845,56,2037
145849,56,2015
145863,31,5052
145863,31,7040
145867,19,0213
145867,19,0214
145867,19,0215
145867,19,0216
145867,19,0217
145867,19,0218
145867,19,0219
145867,19,0220
145867,19,0221
145867,19,0222
145867,19,0223
145867,19,0224
145867,19,0259
145870,19,3028
145871,19,3033
145871,19,6049
145872,17,5151
145872,17,9267
145872,19,9126
145878,18,5528
145878,18,5538
145879,18,3003
145883,39,7021
145886,39,5003
145891,42,1599
145901,9,0901
145901,9,0902
145901,9,0903
145901,9,0960
145901,9,0961
145901,9,0962
145901,9,4020
145902,9,1803
145904,25,1004
146395,6,2038
146414,49,7082
146414,49,C410
146414,49,C430
146414,49,C431
146414,49,C440
146414,49,C441
146414,49,C443
146414,49,C444
146414,49,C445
146414,49,C446
146414,49,C447
146414,49,C448
146414,49,C449
146414,49,C450
146414,49,C451
146414,49,C452
146414,49,C453
146414,49,C454
146414,49,C455
146414,49,C456
146414,49,C457
146414,49,C458
146418,56,7775
146418,56,B310
146418,56,B320
146418,56,B330
146418,56,B350
146418,56,B360
146437,31,3033
146443,19,0601
146443,19,0602
146443,19,0603
146443,19,0604
146443,19,0605
146443,19,0606
146443,19,0607
146443,19,0608
146443,19,0659
146446,19,3009
146446,19,B410
146446,19,B430
146448,19,3006
146451,17,5843
146459,26,0213
146459,26,0214
146459,26,0215
146459,26,0216
146459,26,0217
146459,26,0218
146459,26,0219
146459,26,0220
146459,26,0221
146459,26,0222
146459,26,0223
146459,26,0224
146459,26,0259
146459,26,9030
146460,26,5363
146469,42,1597
146469,42,B310
146469,42,B330
146469,42,B340
146469,42,B350
146469,42,B351
146477,9,4008
146477,9,5001
146477,25,1002
146478,44,7401
146479,25,1003
146972,41,7019
146985,16,1007
146986,16,1020
146986,16,A310
146986,16,A320
146986,16,A330
146986,16,A350
146988,16,1009
146988,16,3017
146989,16,5025
146991,16,6027
146992,56,6029
146999,56,7773
147014,31,7017
147015,31,4019
147015,31,C410
147015,31,C430
147017,19,6150
147017,19,A310
147017,19,A320
147017,19,A330
147017,19,A340
147017,19,A350
147019,19,0701
147019,19,0702
147019,19,0703
147019,19,0704
147019,19,0705
147019,19,0706
147019,19,0707
147019,19,0708
147019,19,0709
147019,19,0759
147019,19,3055
147019,19,5042
147019,19,5046
147019,19,A410
147019,19,A430
147022,19,1044
147026,17,1002
147026,17,4074
147026,17,B310
147026,17,B320
147026,17,B330
147026,17,B340
147026,17,B350
147027,55,3014
147045,36,4017
147049,36,4018
147571,56,6031
147574,56,2018
147589,46,7049
147590,46,6600
147590,46,A410
147590,46,A411
147590,46,A412
147590,46,A420
147590,46,A421
147590,46,A422
147590,46,A423
147590,46,A430
147601,55,6351
147601,55,6352
147601,55,6353
147601,55,6354
147601,55,6355
147604,55,A901
147604,55,A902
147604,55,A903
147604,55,A907
147604,55,A908
147604,55,A909
147604,55,B901
147604,55,B902
147604,55,B903
147604,55,B907
147604,55,B908
147604,55,B909
147608,26,0901
147608,26,0902
147608,26,0903
147609,26,9029
147610,26,0113
147610,26,0114
147610,26,0115
147610,26,0116
147610,26,0117
147610,26,0118
147610,26,0119
147610,26,0120
147610,26,0121
147610,26,0122
147610,26,0123
147610,26,0124
147610,26,0159
147611,26,1010
147611,26,7072
147611,26,D310
147611,26,D320
147611,26,D330
147611,26,D340
147611,26,D350
147611,26,D351
147613,26,4015
147614,87,2811
147615,87,2812
147623,36,1011
147624,36,1008
147631,33,1001
148124,41,7025
148142,16,1010
148142,16,1021
148142,16,B310
148142,16,B320
148142,16,B330
148142,16,B350
148142,16,C310
148142,16,C320
148142,16,C330
148142,16,C350
148144,56,6032
148148,56,7772
148152,56,2017
148166,46,5040
148168,27,6300
148172,19,9116
148173,27,1085
148178,55,3015
148180,55,3008
148184,26,1012
148184,26,1013
148184,26,A310
148184,26,A320
148184,26,A321
148184,26,A330
148184,26,A340
148184,26,A350
148184,26,B310
148184,26,B320
148184,26,B321
148184,26,B330
148184,26,B340
148184,26,B350
148187,26,0601
148187,26,0602
148187,26,0603
148187,26,0604
148187,26,0605
148187,26,0606
148187,26,0607
148187,26,0608
148187,26,0659
148196,36,0801
148196,36,0802
148196,36,0859
148203,36,1643
148203,36,A310
148203,36,A320
148203,36,A321
148203,36,A330
148203,36,A331
148203,36,A340
148203,36,A350
148700,41,5021
148700,41,5022
148710,16,3023
148728,56,2019
148731,46,3053
148734,46,5025
148739,46,9197
148746,27,4082
148751,27,4054
148752,55,0901
148752,55,0902
148752,55,0903
148752,55,0907
148752,55,0908
148752,55,0909
148754,55,3016
148756,55,3009
148757,55,3010
148757,55,5040
148761,26,1001
148761,26,3068
148761,26,3069
148761,26,C310
148761,26,C320
148761,26,C330
148761,26,C340
148761,26,C350
148761,26,C351
148770,87,1680
148770,87,1806
148770,87,AA01
148770,87,AA02
148770,87,AA03
148770,87,AA61
148770,87,AA62
148770,87,BA01
148770,87,BA02
148770,87,BA03
148770,87,BA61
148770,87,BA62
148777,36,B352
148777,36,B353
148777,36,B354
148780,50,1002
148785,23,1012
148785,23,3013
148785,23,3014
148785,23,7023
148786,23,1009
149276,41,5005
149276,41,6011
149276,41,7018
149287,16,1005
149299,56,1007
149299,56,A310
149299,56,A320
149299,56,A330
149299,56,A350
149299,56,A363
149307,46,3012
149307,46,3013
149307,46,5020
149317,46,3052
149322,27,3003
149323,27,0901
149323,27,0902
149323,27,0903
149323,27,0909
149323,27,0910
149323,27,7090
149338,26,6016
149346,87,1620
149346,87,A310
149346,87,A311
149346,87,A320
149346,87,A330
149346,87,A340
149346,87,A350
149353,36,1644
149353,36,B310
149353,36,B320
149353,36,B330
149353,36,B331
149353,36,B340
149353,36,B350
149353,36,B351
149356,50,1004
149356,50,1681
149356,50,1682
149356,50,1683
149360,23,1028
149361,23,1026
149877,30,7076
149877,56,2020
149886,46,9187
149894,46,3009
149897,27,9075
149900,27,1087
149900,27,3013
149900,27,4033
149900,27,4034
149900,27,4037
149900,27,5076
149901,55,3012
149906,55,0113
149906,55,0114
149906,55,0115
149906,55,0116
149906,55,0117
149906,55,0118
149906,55,0119
149906,55,0120
149906,55,0121
149906,55,0122
149906,55,0123
149906,55,0124
149906,55,0213
149906,55,0214
149906,55,0215
149906,55,0216
149906,55,0217
149906,55,0218
149906,55,0219
149906,55,0220
149906,55,0221
149906,55,0222
149906,55,0223
149906,55,0224
149906,55,0259
149906,55,0260
149906,55,0261
149906,55,0262
149906,55,0263
149906,55,0264
149906,55,0265
149906,55,0266
149906,55,0805
149906,55,0806
149906,55,C901
149906,55,C902
149906,55,C903
149906,55,C959
149906,55,C960
149922,87,1622
149922,87,B310
149922,87,B311
149922,87,B320
149922,87,B330
149922,87,B340
149922,87,B360
149922,87,B361
149922,87,B362
149939,23,0501
149939,23,0502
149939,23,0503
149939,23,0504
149939,23,0505
149939,23,0506
149939,23,0507
149939,23,0508
149939,23,0509
149939,23,0559
149939,23,1001
149947,86,6802
150428,41,2002
150429,53,1801
150429,53,3813
150429,53,C310
150429,53,C320
150429,53,C330
150429,53,C350
150431,41,6012
150432,41,AA01
150432,41,AA02
150432,41,AA03
150432,41,AA59
150432,41,AA60
150436,41,5006
150436,41,5008
150451,30,7075
150468,46,0601
150468,46,0602
150468,46,0603
150468,46,0604
150468,46,0605
150468,46,0606
150468,46,0607
150468,46,0608
150468,46,0660
150468,46,0661
150468,46,0662
150470,46,3010
150474,27,4055
150474,27,6064
150475,27,1003
150475,27,1004
150475,27,1017
150475,27,1019
150475,27,1020
150475,27,2018
150475,27,2023
150475,27,3005
150475,27,3007
150475,27,3009
150475,27,3010
150475,27,3012
150475,27,D310
150475,27,D320
150475,27,D330
150475,27,D340
150475,27,D350
150476,27,1029
150478,55,5037
150507,89,3002
150511,89,2011
151010,41,7081
151010,53,1007
151010,53,3019
151020,30,0805
151020,30,0806
151025,30,0502
151025,30,0503
151025,30,0504
151025,30,0505
151025,30,0506
151025,30,0507
151025,30,0508
151025,30,0509
151025,30,0560
151025,30,0561
151025,30,7066
151025,30,7088
151038,46,9106
151040,46,0803
151040,46,0804
151040,46,0859
151050,27,1018
151055,55,3019
151077,87,0901
151077,87,0902
151077,87,0903
151077,87,0960
151077,87,0961
151077,87,0962
151084,89,3001
151094,84,6804
151095,84,1684
151584,53,7409
151586,53,3014
151588,53,0801
151588,53,0802
151588,53,1002
151588,53,A809
151588,53,A810
151589,53,7322
151590,53,6056
151602,30,8129
151609,30,6004
151622,38,5002
151623,27,0702
151623,27,0703
151623,27,0704
151623,27,0705
151623,27,0706
151623,27,0707
151623,27,0708
151623,27,0709
151623,27,0759
151624,27,1028
151624,27,C310
151624,27,C320
151624,27,C330
151624,27,C340
151624,27,C350
151661,89,1021
151661,89,3015
151661,89,3016
151661,89,9018
151661,89,A310
151661,89,A320
151661,89,A330
151661,89,A340
151661,89,A350
151662,89,1125
151663,89,1127
151673,84,1802
151673,84,3803
151675,88,1645
151675,88,1646
151676,88,1647
152163,53,1005
152164,53,0201
152164,53,0202
152164,53,0203
152164,53,0204
152164,53,0205
152164,53,0206
152164,53,0207
152164,53,0208
152164,53,0209
152164,53,0210
152164,53,0211
152164,53,0212
152164,53,0259
152176,30,1001
152176,30,A310
152176,30,A320
152176,30,A330
152176,30,A350
152197,38,0215
152197,38,0216
152197,38,0260
152197,38,0261
152198,27,0701
152198,38,0213
152198,38,0214
152198,38,0217
152198,38,0218
152198,38,0219
152198,38,0220
152198,38,0221
152198,38,0222
152198,38,0223
152198,38,0224
152198,38,0259
152198,38,0262
152198,38,0263
152198,38,0264
152211,26,1004
152733,53,6049
152736,53,6020
152738,53,1501
152738,53,B310
152738,53,B320
152738,53,B330
152738,53,B350
152741,53,1008
152741,53,3013
152741,53,A310
152741,53,A320
152741,53,A330
152741,53,A350
152741,53,AA02
152741,53,BA59
152742,16,9032
152742,53,AA01
152742,53,AA03
152742,53,BA01
152742,53,BA60
152751,30,0113
152751,30,0114
152751,30,0115
152751,30,0116
152751,30,0117
152751,30,0118
152751,30,0119
152751,30,0120
152751,30,0121
152751,30,0122
152751,30,0123
152751,30,0124
152751,30,0901
152751,30,0902
152751,30,0903
152775,27,4050
152777,27,0501
152777,27,0502
152777,27,0503
152777,27,0504
152777,27,0505
152777,27,0506
152777,27,0507
152777,27,0508
152777,27,0509
152777,27,0559
152777,27,0560
152777,27,0561
152777,27,1016
152777,27,1023
152777,27,6251
152777,27,A310
152777,27,A320
152777,27,A330
152777,27,A340
152777,27,A350
152777,27,B310
152777,27,B320
152777,27,B330
152777,27,B340
152777,27,B350
152779,27,4040
152844,85,1801
153309,53,3812
153310,53,6048
153313,53,1006
153318,16,1001
153348,38,3005
153349,38,2001
153895,16,9034
153921,38,3006
153967,89,0901
153967,89,0902
153967,89,0903
153967,89,A901
153967,89,A902
153967,89,A903
153987,85,1808
153988,85,1803
154460,82,6006
154461,53,3011
154462,82,6007
155078,83,3802
155079,83,0501
155079,83,0502
155079,83,0503
155079,83,0504
155079,83,0505
155079,83,0506
155079,83,0507
155079,83,0508
155079,83,0509
155079,83,6450
155079,83,6451
155615,82,1005
155628,81,A901
155628,81,A902
155628,81,A903
155645,90,6420
155645,90,A310
155645,90,A320
155645,90,A330
155645,90,A340
155645,90,A350
155645,90,A351
155645,90,A352
155648,83,1801
155648,83,A310
155648,83,A320
155648,83,A330
155648,83,A331
155648,83,A340
155648,83,A350
155648,83,A351
155650,83,AA01
155650,83,AA02
155651,83,6454
155651,83,AA03
155651,83,AA61
155654,83,6452
156192,82,9017
156221,90,6400
156221,90,6801
156777,81,8529
156779,81,1805
157356,81,2812
157942,90,6410
157942,90,6412
157945,90,6405
157945,90,B310
157945,90,B320
157945,90,B330
157945,90,B331
157945,90,B340
157945,90,B350
157945,90,B351
158517,90,0901
158517,90,0902
158517,90,0903
158517,90,0959
158517,90,0960
158517,90,0961
158517,90,0962
159655,81,0501
159655,81,0502
159655,81,0503
159655,81,0504
159655,81,0505
159655,81,0506
159655,81,0507
159655,81,0508
159655,81,0509
159659,81,1804
159663,81,1803
167666,2,1001
168241,2,1004
168242,2,1002
168818,2,6010
169969,2,9035
172853,2,1008
